step,train/loss,train/acc_e,train/acc_l,train/lr,train/epoch
100,5.81707,0.233468,0.457799,5e-05,1
step,train/loss,train/acc_e,train/acc_l,train/lr,train/epoch,val/loss,val/loss_e,val/loss_l,val/acc_e,val/acc_l
14000,,,,,,1.1476,1.1392,0.00840563,0.878994,0.998176
14100,1.14923,0.874008,0.998816,7.26508e-05,90,,,,,
14100,,,,,,1.14679,1.13892,0.0078767,0.878901,0.998291
14200,1.14658,0.877371,0.998806,6.93834e-05,90,,,,,
14200,,,,,,1.14704,1.13889,0.00814575,0.878983,0.998243
14300,1.14624,0.877116,0.998863,6.63655e-05,91,,,,,
14300,,,,,,1.1462,1.13815,0.00804295,0.879391,0.998363
14400,1.14841,0.874671,0.998838,6.35988e-05,92,,,,,
14400,,,,,,1.14635,1.13785,0.00850333,0.879471,0.998186
14500,1.14599,0.876718,0.998937,6.10846e-05,92,,,,,
14500,,,,,,1.14517,1.13728,0.00788744,0.879738,0.99834
14600,1.1451,0.87805,0.998918,5.88246e-05,93,,,,,
14600,,,,,,1.14512,1.13755,0.00757673,0.879657,0.998458
14700,1.15468,0.870549,0.998357,5.68198e-05,94,,,,,
14700,,,,,,1.146,1.13784,0.00815213,0.879501,0.998266
14800,1.14596,0.876841,0.99895,5.50713e-05,94,,,,,
14800,,,,,,1.14389,1.13613,0.00776234,0.880468,0.998378
14900,1.14501,0.876147,0.999068,5.35802e-05,95,,,,,
14900,,,,,,1.14402,1.13679,0.00722397,0.879775,0.998463
15000,1.14396,0.87816,0.999017,5.23472e-05,95,,,,,
15000,,,,,,1.14351,1.13631,0.00720155,0.880303,0.998507
15100,1.14298,0.877918,0.999054,5.13731e-05,96,,,,,
15100,,,,,,1.14225,1.13527,0.00698396,0.88086,0.99851
15200,1.14586,0.875307,0.9991,5.06583e-05,97,,,,,
15200,,,,,,1.14257,1.13513,0.00744367,0.880696,0.998417
15300,1.14305,0.878564,0.999043,5.02032e-05,97,,,,,
15300,,,,,,1.14159,1.13479,0.00680156,0.880911,0.998578
15400,1.14259,0.878684,0.999012,5.00081e-05,98,,,,,
15400,,,,,,1.14154,1.13454,0.00700632,0.881041,0.998635
15500,1.14593,0.875209,0.999212,5.00732e-05,99,,,,,
15500,,,,,,1.1423,1.1352,0.0071027,0.880284,0.998497
15600,1.14277,0.877818,0.999145,5.03982e-05,99,,,,,
15600,,,,,,1.14084,1.13416,0.00667779,0.881196,0.998597
15700,1.14223,0.878931,0.999079,5.09832e-05,100,,,,,
15700,,,,,,1.14159,1.13475,0.00684806,0.880817,0.998607
15800,1.14216,0.878769,0.999058,5.18278e-05,100,,,,,
15800,,,,,,1.14133,1.13458,0.00674548,0.88074,0.99862
