step,train/loss,train/acc_e,train/acc_l,train/lr,train/epoch
100,2.99346,0.1552,0.294634,6e-05,1
200,1.95182,0.279666,0.330835,0.00012,2
step,train/loss,train/acc_e,train/acc_l,train/lr,train/epoch,val/loss,val/loss_e,val/loss_l,val/acc_e,val/acc_l
14500,0.420635,0.949547,0.697131,1.98714e-05,91,,,,,
14600,0.417071,0.950106,0.700983,1.91408e-05,91,,,,,
14600,,,,,,0.43977,0.135573,0.743967,0.948327,0.684126
14700,0.422643,0.948333,0.696767,1.84687e-05,92,,,,,
14800,0.41795,0.949875,0.700505,1.78555e-05,92,,,,,
14800,,,,,,0.439608,0.135608,0.743608,0.948386,0.684154
14900,0.421116,0.948972,0.697779,1.73013e-05,93,,,,,
15000,0.423113,0.94854,0.695921,1.68064e-05,94,,,,,
15000,,,,,,0.440777,0.135803,0.74575,0.948248,0.683122
15100,0.417066,0.949909,0.701284,1.6371e-05,94,,,,,
15200,0.422328,0.94848,0.696971,1.59953e-05,95,,,,,
15200,,,,,,0.440962,0.135944,0.745979,0.948241,0.683014
15300,0.419061,0.949963,0.698258,1.56795e-05,96,,,,,
15400,0.416282,0.950309,0.701592,1.54236e-05,96,,,,,
15400,,,,,,0.439796,0.135781,0.743811,0.948305,0.68415
15500,0.422239,0.94847,0.696951,1.52279e-05,97,,,,,
15600,0.417058,0.950015,0.701151,1.50923e-05,97,,,,,
15600,,,,,,0.441069,0.135687,0.746451,0.948314,0.682661
15700,0.42027,0.949043,0.698503,1.5017e-05,98,,,,,
15800,0.422368,0.94914,0.695844,1.50019e-05,99,,,,,
15800,,,,,,0.440618,0.135755,0.745481,0.948307,0.683159
15900,0.417103,0.949835,0.701139,1.50471e-05,99,,,,,
16000,0.421974,0.948436,0.697357,1.51525e-05,100,,,,,
16000,,,,,,0.44034,0.136087,0.744592,0.948175,0.683734
16100,0.417697,0.949818,0.700741,1.53182e-05,100,,,,,
