step,train/loss,train/acc_e,train/acc_l,train/lr,train/epoch
100,2.87571,0.184114,0.290833,6e-05,1
200,1.81831,0.501979,0.349933,0.00012,2
step,train/loss,train/acc_e,train/acc_l,train/lr,train/epoch,val/loss,val/loss_e,val/loss_l,val/acc_e,val/acc_l
9600,0.87622,0.940554,0.67201,0.000115281,60,,,,,
9600,,,,,,0.864935,0.973664,0.756206,0.944003,0.678354
9700,0.876989,0.939311,0.670856,0.000112491,61,,,,,
9800,0.876521,0.940395,0.672143,0.00010972,61,,,,,
9800,,,,,,0.864744,0.973227,0.756261,0.944142,0.677792
9900,0.87637,0.93962,0.671548,0.000106969,62,,,,,
10000,0.874347,0.940557,0.671216,0.000104239,63,,,,,
10000,,,,,,0.86453,0.972952,0.756108,0.944316,0.678355
10100,0.875694,0.940517,0.672481,0.000101532,63,,,,,
10200,0.875889,0.939194,0.671688,9.88492e-05,64,,,,,
10200,,,,,,0.863009,0.972839,0.753179,0.944363,0.679578
10300,0.875534,0.940585,0.672627,9.61907e-05,64,,,,,
10400,0.875619,0.940264,0.672032,9.35582e-05,65,,,,,
10400,,,,,,0.862811,0.972524,0.753097,0.944308,0.679558
10500,0.875727,0.939561,0.67111,9.09528e-05,66,,,,,
10600,0.875245,0.9406,0.672961,8.83755e-05,66,,,,,
10600,,,,,,0.86346,0.972716,0.754204,0.944259,0.678773
10700,0.875178,0.939588,0.672368,8.58274e-05,67,,,,,
10800,0.871924,0.941085,0.672721,8.33096e-05,68,,,,,
10800,,,,,,0.863458,0.97225,0.754666,0.944596,0.67908
10900,0.87425,0.940896,0.673474,8.08233e-05,68,,,,,
11000,0.874489,0.939572,0.672441,7.83693e-05,69,,,,,
11000,,,,,,0.863658,0.972435,0.754882,0.944583,0.678603
11100,0.874472,0.940823,0.673254,7.59488e-05,69,,,,,
11200,0.87485,0.940152,0.6722,7.35629e-05,70,,,,,
11200,,,,,,0.86233,0.972228,0.752432,0.944562,0.679706
11300,0.874506,0.939571,0.672035,7.12124e-05,71,,,,,
11400,0.873671,0.940998,0.673805,6.88984e-05,71,,,,,
