timestamp,user_id,scenario,method,endpoint,status_code,latency_ms,success,error
2026-03-02T10:46:27.119885+00:00,10,view_item,GET,/catalogue/510a0d7e-8e83-4193-b483-e27e09ddc34d,200,12.28,True,
2026-03-02T10:46:27.222217+00:00,3,catalogue_size,GET,/catalogue/size,200,12.52,True,
2026-03-02T10:46:27.297468+00:00,6,view_item,GET,/catalogue/d3588630-ad8e-49df-bbd7-3167f7efb246,200,52.55,True,
2026-03-02T10:46:27.339759+00:00,5,view_item,GET,/catalogue/a0a4f044-b040-410d-8ead-4de0446aec7e,200,11.17,True,
2026-03-02T10:46:27.351088+00:00,2,get_tags,GET,/tags,200,53.38,True,
2026-03-02T10:46:27.642497+00:00,8,catalogue_size,GET,/catalogue/size,200,53.29,True,
2026-03-02T10:46:27.711985+00:00,4,view_item,GET,/catalogue/03fef6ac-1896-4ce8-bd69-b798f85c6e0b,200,12.12,True,
2026-03-02T10:46:27.896187+00:00,9,detail_page,GET,/catalogue/819e1fbf-8b7e-4f6d-811f-693534916a8b,200,12.56,True,
2026-03-02T10:46:28.219487+00:00,8,get_tags,GET,/tags,200,26.99,True,
2026-03-02T10:46:28.602748+00:00,3,get_tags,GET,/tags,200,11.05,True,
2026-03-02T10:46:29.054027+00:00,1,get_orders,GET,/orders,201,24.22,True,
2026-03-02T10:46:29.284072+00:00,10,update_cart_item,GET,/cart,200,16.79,True,
2026-03-02T10:46:29.644050+00:00,7,update_cart_item,GET,/cart,200,15.43,True,
2026-03-02T10:46:29.968917+00:00,6,basket_page,GET,/cart,200,19.13,True,
2026-03-02T10:46:30.159398+00:00,4,view_item,GET,/catalogue/3395a43e-2d88-40de-b95f-e00e1502085b,200,11.69,True,
2026-03-02T10:46:30.650219+00:00,9,login,GET,/login,200,28.44,True,
2026-03-02T10:46:30.766600+00:00,2,basket_page,GET,/cart,200,16.94,True,
2026-03-02T10:46:30.832975+00:00,8,view_item,GET,/catalogue/03fef6ac-1896-4ce8-bd69-b798f85c6e0b,200,51.91,True,
2026-03-02T10:46:31.343404+00:00,5,basket_page,GET,/cart,200,9.26,True,
2026-03-02T10:46:31.461039+00:00,1,add_to_cart,POST,/cart,201,23.77,True,
2026-03-02T10:46:31.521903+00:00,9,browse_catalogue,GET,/catalogue,200,48.87,True,
2026-03-02T10:46:32.003409+00:00,3,basket_page,GET,/cart,200,12.23,True,
2026-03-02T10:46:32.470885+00:00,4,detail_page,GET,/catalogue/03fef6ac-1896-4ce8-bd69-b798f85c6e0b,200,10.04,True,
2026-03-02T10:46:32.534532+00:00,10,basket_page,GET,/cart,200,55.85,True,
2026-03-02T10:46:32.573721+00:00,6,browse_homepage,GET,/,200,5.76,True,
2026-03-02T10:46:32.588710+00:00,7,browse_homepage,GET,/,200,6.12,True,
2026-03-02T10:46:32.842943+00:00,9,catalogue_size,GET,/catalogue/size,200,51.09,True,
2026-03-02T10:46:33.105728+00:00,8,basket_page,GET,/cart,200,11.4,True,
2026-03-02T10:46:33.843434+00:00,5,delete_cart_item,GET,/cart,200,9.77,True,
2026-03-02T10:46:33.940577+00:00,9,get_tags,GET,/tags,200,7.78,True,
2026-03-02T10:46:34.278709+00:00,2,browse_homepage,GET,/,200,4.99,True,
2026-03-02T10:46:35.048554+00:00,7,detail_page,GET,/catalogue/837ab141-399e-4c1f-9abc-bace40296bac,200,11.64,True,
2026-03-02T10:46:35.154267+00:00,1,delete_cart_item,GET,/cart,200,17.86,True,
2026-03-02T10:46:35.233108+00:00,6,browse_catalogue,GET,/catalogue,200,8.4,True,
